year,make,model,class,eng_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_hwy_city,mpg,co2_emm,co2_rating,smog_rating
2017,acura,ilx,compact,2.4,4,AM8,Z,9.4,6.8,8.2,34,192,7,6
2017,acura,mdx_sh_awd,suv_small,3.5,6,AS9,Z,12.6,9,11,26,259,4,6
2017,acura,mdx_sh_awd_elite,suv_small,3.5,6,AS9,Z,12.2,9,10.7,26,251,5,6
2017,acura,mdx_hybrid_awd,suv_small,3,6,AM7,Z,9.1,9,9,31,210,6,6
2017,acura,nsx,two_seater,3.5,6,AM9,Z,11.1,10.8,11,26,261,4,6
2017,acura,rdx_awd,suv_small,3.5,6,AS6,Z,12.4,8.7,10.7,26,250,5,6
2017,acura,rlx_hybrid,mid_size,3.5,6,AM7,Z,8.2,7.8,8.1,35,190,7,8
2017,acura,tlx,compact,2.4,4,AM8,Z,9.6,6.6,8.3,34,197,6,6
2017,acura,tlx_sh_awd,compact,3.5,6,AS9,Z,11.2,7.5,9.6,29,226,5,6
2017,alfa_romeo,4c,two_seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,6,5
2017,alfa_romeo,4c_spider,two_seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,6,5
2017,alfa_romeo,giulia,mid_size,2,4,A8,Z,10,7.2,8.7,32,205,6,6
2017,alfa_romeo,giulia_awd,mid_size,2,4,A8,Z,10.5,7.7,9.2,31,217,6,6
2017,alfa_romeo,giulia_quadrifoglio,mid_size,2.9,6,A8,Z,13.8,9.6,11.9,24,280,4,6
2017,aston_martin,db11_v12,minicompact,5.2,12,A8,Z,15.5,11.4,13.7,21,322,3,6
2017,aston_martin,rapide_s,subcompact,6,12,A8,Z,16.7,10.9,14.1,20,331,3,6
2017,aston_martin,vanquish,minicompact,6,12,A8,Z,17.5,11.4,14.7,19,345,2,6
2017,aston_martin,v12_vantage_s,two_seater,6,12,AM7,Z,19.4,12.8,16.4,17,388,1,6
2017,aston_martin,v12_vantage_s,two_seater,6,12,M7,Z,23.2,14.4,19.2,15,450,1,6
2017,audi,a3,subcompact,2,4,AM7,X,9.1,6.8,8,35,188,7,8
2017,audi,a3_quattro,subcompact,2,4,AM6,X,9.7,7.5,8.7,32,205,6,8
2017,audi,a3_cabriolet_quattro,subcompact,2,4,AM6,X,10.8,8,9.5,30,223,5,8
2017,audi,a4_ultra,compact,2,4,AM7,Z,8.6,6.4,7.6,37,177,7,6
2017,audi,a4_quattro,compact,2,4,AM7,Z,9.8,7.7,8.8,32,205,6,6
2017,audi,a4_quattro,compact,2,4,M6,Z,9.9,7,8.6,33,204,6,6
2017,audi,a4_allroad_quattro,station_wagon_small,2,4,AM7,Z,10.2,8.3,9.3,30,217,6,6
2017,audi,a5_quattro,subcompact,2,4,AS8,Z,11,8,9.7,29,226,5,6
2017,audi,a5_quattro,subcompact,2,4,M6,Z,10.4,7.3,9,31,210,6,6
2017,audi,a5_cabriolet_quattro,subcompact,2,4,AS8,Z,11.3,8.2,9.9,29,231,5,6
2017,audi,a6_quattro,mid_size,2,4,AS8,Z,10.9,7.5,9.4,30,220,5,7
2017,audi,a6_quattro,mid_size,3,6,AS8,Z,11.5,8.2,10,28,238,5,6
2017,audi,a7_quattro,mid_size,3,6,AS8,Z,11.5,8.2,10,28,238,5,6
2017,audi,a8,mid_size,3,6,AS8,Z,12.6,8,10.5,27,246,5,6
2017,audi,a8,mid_size,4,8,AS8,Z,12.9,8,10.7,26,249,5,6
2017,audi,a8l,full_size,4,8,AS8,Z,13.1,8.3,10.9,26,255,5,6
2017,audi,q3,compact,2,4,AS6,Z,11.9,8.4,10.3,27,243,5,6
2017,audi,q3_quattro,compact,2,4,AS6,Z,11.9,8.4,10.3,27,241,5,6
2017,audi,q5,suv_small,2,4,AS8,Z,12,8.6,10.5,27,246,5,6
2017,audi,q5,suv_small,3,6,AS8,Z,13.2,9.2,11.4,25,267,4,6
2017,audi,q7,suv_standard,2,4,AS8,Z,11.9,9.6,10.8,26,253,5,6
2017,audi,q7,suv_standard,3,6,AS8,Z,12.6,9.4,11.1,25,260,4,5
2017,audi,r8,two_seater,5.2,10,AM7,Z,16.5,11.2,14.1,20,330,3,5
2017,audi,r8_spyder,two_seater,5.2,10,AM7,Z,16.5,11.2,14.1,20,330,3,5
2017,audi,rs_7,mid_size,4,8,AS8,Z,16.2,9.3,13.1,22,309,3,6
2017,audi,s3,subcompact,2,4,AM6,Z,11,8.5,9.9,29,232,5,6
2017,audi,s5,subcompact,3,6,AM7,Z,13,8.5,11,26,259,4,6
2017,audi,s5,subcompact,3,6,M6,Z,13.8,9,11.7,24,273,4,6
2017,audi,s5_cabriolet,subcompact,3,6,AM7,Z,13.3,9.1,11.4,25,266,4,6
2017,audi,s6,mid_size,4,8,AM7,Z,13.3,8.8,11.3,25,263,4,6
2017,audi,s7,mid_size,4,8,AM7,Z,13.4,8.8,11.4,25,265,4,6
2017,audi,s8,mid_size,4,8,AS8,Z,16.2,9.9,13.4,21,312,3,6
2017,audi,sq5,suv_small,3,6,AS8,Z,14.1,9.9,12.2,23,285,4,6
2017,audi,tt_coupe_quattro,subcompact,2,4,AM6,X,10.1,7.8,9.1,31,209,6,8
2017,audi,tt_roadster_quattro,two_seater,2,4,AM6,X,10.1,7.8,9.1,31,209,6,8
2017,audi,tts_coupe_quattro,subcompact,2,4,AM6,Z,10.3,8.6,9.5,30,222,5,6
2017,bentley,bentayga,suv_standard,6,12,AS8,Z,18.8,12.2,15.9,18,370,2,6
2017,bentley,continental_gt,compact,4,8,AS8,Z,16.1,9.4,13.1,22,307,3,6
2017,bentley,continental_gt,compact,6,12,AS8,Z,18.9,11.2,15.4,18,360,2,5
2017,bentley,continental_gt_convertible,subcompact,4,8,AS8,Z,17.7,10.3,14.4,20,337,2,6
2017,bentley,continental_gt_convertible,subcompact,6,12,AS8,Z,19.6,11.7,16,18,375,2,5
2017,bentley,flying_spur,mid_size,4,8,AS8,Z,17,9.9,13.8,20,321,3,6
2017,bentley,flying_spur,mid_size,6,12,AS8,Z,19.6,11.7,16,18,375,2,5
2017,bentley,mulsanne,mid_size,6.8,8,AS8,Z,21.3,12.8,17.5,16,407,1,5
2017,bentley,mulsanne_ewb,mid_size,6.8,8,AS8,Z,22.2,13.6,18.3,15,430,1,5
2017,bmw,230i_cabriolet,subcompact,2,4,AS8,Z,10,7.2,8.7,32,207,6,8
2017,bmw,230i_coupe,subcompact,2,4,AS8,Z,9.8,6.8,8.4,34,197,6,8
2017,bmw,230i_coupe,subcompact,2,4,M6,Z,11.1,7.3,9.4,30,219,5,8
2017,bmw,230i_xdrive_cabriolet,subcompact,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,230i_xdrive_coupe,subcompact,2,4,AS8,Z,10.2,7.4,9,31,210,6,8
2017,bmw,320i,compact,2,4,AS8,Z,10,6.5,8.4,34,200,6,6
2017,bmw,320i,compact,2,4,M6,Z,10.2,6.7,8.6,33,202,6,6
2017,bmw,320i_xdrive,compact,2,4,AS8,Z,10.3,6.9,8.8,32,206,6,6
2017,bmw,328d_xdrive,compact,2,4,AS8,D,7.9,5.9,7,40,189,7,6
2017,bmw,328d_xdrive_touring,station_wagon_small,2,4,AS8,D,7.9,5.9,7,40,189,7,6
2017,bmw,330i_xdrive,compact,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,330i_xdrive_gran_turismo,full_size,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,330i_xdrive_touring,station_wagon_small,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,340i,compact,3,6,AS8,Z,11.1,7.8,9.6,29,224,5,6
2017,bmw,340i,compact,3,6,M6,Z,12.2,8.2,10.4,27,242,5,6
2017,bmw,340i_xdrive,compact,3,6,AS8,Z,11.4,7.8,9.8,29,228,5,6
2017,bmw,340i_xdrive,compact,3,6,M6,Z,12.2,8.5,10.5,27,246,5,6
2017,bmw,340i_xdrive_gran_turismo,full_size,3,6,AS8,Z,11.9,8.1,10.2,28,238,5,6
2017,bmw,430i_xdrive_cabriolet,subcompact,2,4,AS8,Z,10.6,7.3,9.1,31,211,6,8
2017,bmw,430i_xdrive_coupe,compact,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,430i_xdrive_gran_coupe,compact,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,440i_coupe,compact,3,6,AS8,Z,11.1,7.8,9.6,29,224,5,6
2017,bmw,440i_coupe,compact,3,6,M6,Z,12.2,8.2,10.4,27,242,5,6
2017,bmw,440i_xdrive_cabriolet,subcompact,3,6,AS8,Z,11.9,8.1,10.2,28,238,5,6
2017,bmw,440i_xdrive_coupe,compact,3,6,AS8,Z,11.4,7.8,9.8,29,228,5,6
2017,bmw,440i_xdrive_coupe,compact,3,6,M6,Z,12.2,8.5,10.5,27,246,5,6
2017,bmw,440i_xdrive_gran_coupe,compact,3,6,AS8,Z,11.4,7.8,9.8,29,228,5,6
2017,bmw,530i_xdrive,mid_size,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,540i_xdrive,mid_size,3,6,AS8,Z,11.4,7.8,9.8,29,228,5,7
2017,bmw,640i_xdrive_cabriolet,subcompact,3,6,AS8,Z,12.4,8.4,10.6,27,249,5,6
2017,bmw,640i_xdrive_gran_coupe,compact,3,6,AS8,Z,12.4,8.4,10.6,27,249,5,6
2017,bmw,650i_xdrive_cabriolet,subcompact,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4,6
2017,bmw,650i_xdrive_coupe,compact,4.4,8,AS8,Z,13.8,9.1,11.7,24,273,4,6
2017,bmw,650i_xdrive_gran_coupe,compact,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4,6
2017,bmw,740li_xdrive,full_size,3,6,AS8,Z,11.9,8.1,10.2,28,238,5,6
2017,bmw,750i_xdrive,full_size,4.4,8,AS8,Z,13.8,9.1,11.7,24,273,4,6
2017,bmw,750li_xdrive,full_size,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4,6
2017,bmw,alpina_b6_xdrive_gran_coupe,compact,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4,6
2017,bmw,alpina_b7_xdrive,full_size,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4,6
2017,bmw,m2,subcompact,3,6,AM7,Z,11.8,8.9,10.5,27,245,5,6
2017,bmw,m2,subcompact,3,6,M6,Z,13.1,9.2,11.4,25,267,4,6
2017,bmw,m240i_cabriolet,subcompact,3,6,AS8,Z,11.1,7.8,9.6,29,224,5,6
2017,bmw,m240i_cabriolet,subcompact,3,6,M6,Z,12.2,8.2,10.4,27,242,5,6
2017,bmw,m240i_coupe,subcompact,3,6,AS8,Z,11.1,7.8,9.6,29,224,5,6
2017,bmw,m240i_coupe,subcompact,3,6,M6,Z,12.5,8.4,10.7,26,250,5,6
2017,bmw,m240i_xdrive_cabriolet,subcompact,3,6,AS8,Z,11.4,7.8,9.8,29,228,5,6
2017,bmw,m240i_xdrive_coupe,subcompact,3,6,AS8,Z,11.4,7.8,9.8,29,228,5,6
2017,bmw,m3,compact,3,6,AM7,Z,14,9.7,12.1,23,284,4,6
2017,bmw,m3,compact,3,6,M6,Z,13.7,9.1,11.7,24,273,4,6
2017,bmw,m4_cabriolet,subcompact,3,6,AM7,Z,14.1,9.6,12.1,23,283,4,6
2017,bmw,m4_cabriolet,subcompact,3,6,M6,Z,13.7,9.1,11.7,24,273,4,6
2017,bmw,m4_coupe,compact,3,6,AM7,Z,14,9.7,12.1,23,284,4,6
2017,bmw,m4_coupe,compact,3,6,M6,Z,13.7,9.1,11.7,24,273,4,6
2017,bmw,m6,compact,4.4,8,AM7,Z,17.2,11.6,14.7,19,343,2,6
2017,bmw,m6,compact,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3,6
2017,bmw,m6_cabriolet,subcompact,4.4,8,AM7,Z,17.2,11.6,14.7,19,343,2,6
2017,bmw,m6_cabriolet,subcompact,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3,6
2017,bmw,m6_gran_coupe,compact,4.4,8,AM7,Z,17.2,11.6,14.7,19,343,2,6
2017,bmw,m6_gran_coupe,compact,4.4,8,M6,Z,16.2,10.9,13.8,20,324,3,6
2017,bmw,m760i_xdrive,full_size,6.6,12,AS8,Z,17.7,11.9,15.1,19,355,2,6
2017,bmw,x1_xdrive28i,suv_small,2,4,AS8,Z,10.5,7.4,9.1,31,213,6,8
2017,bmw,x3_xdrive28d,suv_small,2,4,AS8,D,8.7,7.1,8,35,211,6,6
2017,bmw,x3_xdrive28i,suv_small,2,4,AS8,Z,11.1,8.5,10,28,233,5,6
2017,bmw,x3_xdrive35i,suv_small,3,6,AS8,Z,12.7,9.1,11.1,25,260,4,6
2017,bmw,x4_m40i,suv_small,3,6,AS8,Z,12.7,9.1,11.1,25,260,4,6
2017,bmw,x4_xdrive28i,suv_small,2,4,AS8,Z,11.8,8.6,10.3,27,240,5,6
2017,bmw,x5_m,suv_standard,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,2,6
2017,bmw,x5_xdrive35d,suv_standard,3,6,AS8,D,10.3,8,9.3,30,249,5,6
2017,bmw,x5_xdrive35i,suv_standard,3,6,AS8,Z,13,9.8,11.5,25,270,4,6
2017,bmw,x5_xdrive50i,suv_standard,4.4,8,AS8,Z,15.6,11.3,13.7,21,320,3,6
2017,bmw,x6_m,suv_standard,4.4,8,AS8,Z,16.6,12.1,14.6,19,341,2,6
2017,bmw,x6_xdrive35i,suv_standard,3,6,AS8,Z,13,9.8,11.5,25,270,4,6
2017,bmw,x6_xdrive50i,suv_standard,4.4,8,AS8,Z,15.6,11.3,13.7,21,320,3,6
2017,buick,enclave,suv_standard,3.6,6,A6,X,15.7,10.6,13.4,21,315,3,5
2017,buick,enclave_awd,suv_standard,3.6,6,A6,X,16,10.9,13.7,21,322,3,5
2017,buick,encore_(luv_engine),suv_small,1.4,4,AS6,X,9.3,7.2,8.3,34,194,7,6
2017,buick,encore_(le2_engine),suv_small,1.4,4,AS6,X,8.6,7.1,7.9,36,185,7,6
2017,buick,encore_awd_(luv_engine),suv_small,1.4,4,AS6,X,9.8,7.7,8.8,32,208,6,6
2017,buick,encore_awd_(le2_engine),suv_small,1.4,4,AS6,X,8.9,7.6,8.3,34,196,6,6
2017,buick,envision_awd,suv_small,2,4,A6,Z,11.8,9.1,10.6,27,248,5,6
2017,buick,envision_awd,suv_small,2.5,4,A6,X,11.1,8.4,9.9,29,232,5,6
2017,buick,lacrosse,mid_size,3.6,6,AS8,X,11.2,7.5,9.5,30,224,5,6
2017,buick,lacrosse_awd,mid_size,3.6,6,AS8,X,11.6,8.1,10,28,235,5,6
2017,buick,regal,mid_size,2,4,AS6,Z,11.5,8,9.9,29,233,5,6
2017,buick,regal_awd,mid_size,2,4,AS6,Z,12.1,8.9,10.7,26,250,5,6
2017,buick,verano,compact,2.4,4,AS6,X,11.3,7.6,9.7,29,226,5,6
2017,cadillac,ats,compact,2,4,AS8,Z,10.6,7.7,9.3,30,217,6,6
2017,cadillac,ats,compact,2,4,M6,Z,11.8,8,10.1,28,236,5,6
2017,cadillac,ats,compact,2.5,4,AS8,X,10.7,7.4,9.2,31,216,6,6
2017,cadillac,ats,compact,3.6,6,AS8,X,11.6,8,10,28,234,5,6
2017,cadillac,ats_awd,compact,2,4,AS8,Z,10.8,7.9,9.5,30,222,5,6
2017,cadillac,ats_awd,compact,3.6,6,AS8,X,12.2,8.6,10.6,27,248,5,6
2017,cadillac,ats_v,compact,3.6,6,AS8,Z,13.9,9.4,11.9,24,279,4,6
2017,cadillac,ats_v,compact,3.6,6,M6,Z,14.4,10.4,12.6,22,295,4,6
2017,cadillac,ct6,full_size,2,4,AS8,Z,11,7.8,9.5,30,223,5,6
2017,cadillac,ct6_awd,full_size,3,6,AS8,Z,13,9.1,11.2,25,263,4,6
2017,cadillac,ct6_awd,full_size,3.6,6,AS8,X,12.8,8.8,11,26,259,4,6
2017,cadillac,cts,mid_size,2,4,AS8,Z,11,7.8,9.5,30,223,5,6
2017,cadillac,cts,mid_size,3.6,6,AS8,X,11.6,8,10,28,234,5,6
2017,cadillac,cts_awd,mid_size,2,4,AS8,Z,11.2,8.2,9.8,29,229,5,6
2017,cadillac,cts_awd,mid_size,3.6,6,AS8,X,12.2,8.6,10.6,27,248,5,6
2017,cadillac,cts_vsport,mid_size,3.6,6,AS8,Z,15,9.9,12.7,22,299,3,6
2017,cadillac,cts_v,mid_size,6.2,8,AS8,Z,16.5,11.1,14,20,329,3,5
2017,cadillac,escalade_4wd,suv_standard,6.2,8,A8,Z,16.1,11.7,14.1,20,331,3,5
2017,cadillac,xt5,suv_small,3.6,6,AS8,X,12.1,8.6,10.5,27,245,5,5
2017,cadillac,xt5_awd,suv_small,3.6,6,AS8,X,12.9,8.9,11.1,25,260,4,5
2017,cadillac,xts,full_size,3.6,6,AS6,X,13.2,8.5,11.1,25,260,4,6
2017,cadillac,xts_awd,full_size,3.6,6,AS6,X,13.7,9,11.6,24,272,4,6
2017,cadillac,xts_vsport_awd,full_size,3.6,6,AS6,Z,15,10.3,12.8,22,299,3,6
2017,chevrolet,camaro,subcompact,2,4,AS8,Z,10.9,7.7,9.5,30,222,5,6
2017,chevrolet,camaro,subcompact,2,4,M6,Z,11.9,8,10.1,28,236,5,6
2017,chevrolet,camaro,subcompact,3.6,6,AS8,X,12.3,8.6,10.6,27,249,5,6
2017,chevrolet,camaro,subcompact,3.6,6,M6,X,14.4,8.4,11.7,24,274,4,6
2017,chevrolet,camaro_ss,subcompact,6.2,8,AS8,Z,14.2,8.7,11.7,24,273,4,5
2017,chevrolet,camaro_ss,subcompact,6.2,8,M6,Z,14.3,9.4,12.1,23,284,4,5
2017,chevrolet,camaro_zl1,subcompact,6.2,8,AS10,Z,19,11.6,15.6,18,367,2,5
2017,chevrolet,camaro_zl1,subcompact,6.2,8,M6,Z,17.2,12,14.9,19,349,2,5
2017,chevrolet,city_express,special_purpose_vehicle,2,4,AV,X,9.8,9,9.4,30,220,5,6
2017,chevrolet,colorado,pickup_truck_small,2.5,4,A6,X,12,9.2,10.7,26,252,5,6
2017,chevrolet,colorado,pickup_truck_small,2.5,4,M6,X,12.2,9.2,10.9,26,254,5,6
2017,chevrolet,colorado,pickup_truck_small,2.8,4,A6,D,10.8,7.9,9.5,30,255,5,6
2017,chevrolet,colorado,pickup_truck_small,3.6,6,A8,X,13.4,9.6,11.7,24,274,4,7
2017,chevrolet,colorado_4wd,pickup_truck_small,2.5,4,A6,X,12.7,9.6,11.3,25,263,4,6
2017,chevrolet,colorado_4wd,pickup_truck_small,2.8,4,A6,D,12.1,8.4,10.4,27,280,4,6
2017,chevrolet,colorado_4wd,pickup_truck_small,3.6,6,A8,X,14,9.9,12.2,23,286,4,7
2017,chevrolet,colorado_zr2_4wd,pickup_truck_small,2.8,4,A6,D,12.5,10.7,11.7,24,315,3,6
2017,chevrolet,colorado_zr2_4wd,pickup_truck_small,3.6,6,A8,X,15,13,14.1,20,331,3,7
2017,chevrolet,corvette,two_seater,6.2,8,AS8,Z,15.2,8.9,12.4,23,290,4,5
2017,chevrolet,corvette,two_seater,6.2,8,M7,Z,14.2,9,11.9,24,278,4,5
2017,chevrolet,corvette_z06,two_seater,6.2,8,AS8,Z,17.6,10.3,14.3,20,336,2,5
2017,chevrolet,corvette_z06,two_seater,6.2,8,M7,Z,15.6,10.6,13.4,21,312,3,5
2017,chevrolet,cruze,compact,1.4,4,AS6,X,7.9,5.9,7,40,165,8,6
2017,chevrolet,cruze,compact,1.4,4,M6,X,8.3,6,7.3,39,170,7,6
2017,chevrolet,cruze_premier,compact,1.4,4,AS6,X,8.1,6,7.2,39,169,8,6
2017,chevrolet,cruze_diesel,compact,1.6,4,A9,D,7.6,5,6.4,44,172,7,6
2017,chevrolet,cruze_diesel,compact,1.6,4,M6,D,7.7,4.5,6.3,45,169,8,6
2017,chevrolet,cruze_hatchback,compact,1.4,4,AS6,X,8.1,6.2,7.3,39,172,7,6
2017,chevrolet,cruze_hatchback,compact,1.4,4,M6,X,8.3,6.4,7.4,38,173,7,6
2017,chevrolet,cruze_hatchback_premier,compact,1.4,4,AS6,X,8.4,6.4,7.5,38,176,7,6
2017,chevrolet,equinox,suv_small,2.4,4,A6,X,11,7.5,9.4,30,221,5,6
2017,chevrolet,equinox_ffv,suv_small,2.4,4,A6,X,11,7.5,9.4,30,221,5,6
2017,chevrolet,equinox_ffv,suv_small,2.4,4,A6,E,15.6,11,13.6,21,223,5,6
2017,chevrolet,equinox,suv_small,3.6,6,A6,X,14.1,9.7,12.1,23,285,4,6
2017,chevrolet,equinox_awd,suv_small,2.4,4,A6,X,11.5,8.3,10.1,28,237,5,6
2017,chevrolet,equinox_awd_ffv,suv_small,2.4,4,A6,X,11.5,8.3,10.1,28,237,5,6
2017,chevrolet,equinox_awd_ffv,suv_small,2.4,4,A6,E,16.3,11.8,14.2,20,234,5,6
2017,chevrolet,equinox_awd,suv_small,3.6,6,A6,X,15,10.4,13,22,304,3,6
2017,chevrolet,express_2500_passenger,van_passenger,6,8,A6,X,21.8,14.8,18.6,15,438,1,2
2017,chevrolet,express_3500_passenger,van_passenger,6,8,A6,X,22.3,14.9,19,15,445,1,2
2017,chevrolet,impala,full_size,2.5,4,AS6,X,10.9,7.9,9.5,30,224,5,6
2017,chevrolet,impala_ffv,full_size,3.6,6,AS6,X,12.5,8.3,10.6,27,249,5,6
2017,chevrolet,impala_ffv,full_size,3.6,6,AS6,E,17,11.7,14.6,19,240,5,6
2017,chevrolet,malibu,mid_size,1.5,4,A6,X,8.8,6.5,7.8,36,182,7,6
2017,chevrolet,malibu,mid_size,2,4,A9,Z,10.7,7.1,9.1,31,212,6,6
2017,chevrolet,malibu_hybrid,mid_size,1.8,4,AV,X,4.8,5.5,5.1,55,121,10,6
2017,chevrolet,silverado,pickup_truck_standard,5.3,8,A6,X,14.6,10.3,12.7,22,297,4,5
2017,chevrolet,silverado,pickup_truck_standard,5.3,8,A8,X,15.2,10.7,13.1,22,309,3,5
2017,chevrolet,silverado,pickup_truck_standard,6.2,8,A8,Z,15.9,11.2,13.8,20,324,3,5
2017,chevrolet,silverado_ffv,pickup_truck_standard,4.3,6,A6,X,13.4,10,11.9,24,279,4,7
2017,chevrolet,silverado_ffv,pickup_truck_standard,4.3,6,A6,E,19.3,14.3,17.1,17,284,4,7
2017,chevrolet,silverado_ffv,pickup_truck_standard,5.3,8,A6,X,14.6,10.3,12.7,22,298,4,5
2017,chevrolet,silverado_ffv,pickup_truck_standard,5.3,8,A6,E,19.7,13.9,17.1,17,284,4,5
2017,chevrolet,silverado_4wd,pickup_truck_standard,5.3,8,A6,X,15,10.7,13.1,22,307,3,5
2017,chevrolet,silverado_4wd,pickup_truck_standard,5.3,8,A8,X,15.9,11.5,13.9,20,327,3,5
2017,chevrolet,silverado_4wd,pickup_truck_standard,6.2,8,A8,Z,16,11.7,14.1,20,330,3,5
2017,chevrolet,silverado_4wd_ffv,pickup_truck_standard,4.3,6,A6,X,14.1,10.6,12.5,23,294,4,7
2017,chevrolet,silverado_4wd_ffv,pickup_truck_standard,4.3,6,A6,E,20.2,15.2,18,16,294,4,7
2017,chevrolet,silverado_4wd_ffv,pickup_truck_standard,5.3,8,A6,X,15,10.7,13.1,22,307,3,5
2017,chevrolet,silverado_4wd_ffv,pickup_truck_standard,5.3,8,A6,E,20.7,14.4,17.9,16,315,3,5
2017,chevrolet,silverado_eassist_4wd,pickup_truck_standard,5.3,8,A8,X,14.4,11.2,13,22,303,3,5
2017,chevrolet,sonic,compact,1.4,4,AS6,X,8.8,6.6,7.8,36,184,7,6
2017,chevrolet,sonic,compact,1.4,4,M6,X,8.4,6.3,7.4,38,174,7,6
2017,chevrolet,sonic,compact,1.8,4,AS6,X,9.7,6.9,8.4,34,197,6,6
2017,chevrolet,sonic,compact,1.8,4,M5,X,9.2,7.1,8.3,34,194,7,6
2017,chevrolet,sonic_5,station_wagon_small,1.4,4,AS6,X,8.8,6.6,7.8,36,184,7,6
2017,chevrolet,sonic_5,station_wagon_small,1.4,4,M6,X,8.4,6.3,7.4,38,174,7,6
2017,chevrolet,sonic_5,station_wagon_small,1.8,4,AS6,X,9.7,6.9,8.4,34,197,6,6
2017,chevrolet,sonic_5,station_wagon_small,1.8,4,M5,X,9.2,7.1,8.3,34,194,7,6
2017,chevrolet,spark,subcompact,1.4,4,AV,X,7.8,6.2,7.1,40,167,8,7
2017,chevrolet,spark,subcompact,1.4,4,M5,X,8,6.2,7.2,39,168,8,7
2017,chevrolet,suburban,suv_standard,5.3,8,A6,X,15.1,10.4,13,22,305,3,5
2017,chevrolet,suburban_ffv,suv_standard,5.3,8,A6,X,15.1,10.4,13,22,305,3,5
2017,chevrolet,suburban_ffv,suv_standard,5.3,8,A6,E,20,13.5,17.1,17,284,4,5
2017,chevrolet,suburban_4wd,suv_standard,5.3,8,A6,X,15.4,10.8,13.3,21,312,3,5
2017,chevrolet,suburban_4wd_ffv,suv_standard,5.3,8,A6,X,15.4,10.8,13.3,21,312,3,5
2017,chevrolet,suburban_4wd_ffv,suv_standard,5.3,8,A6,E,22.1,15.4,19.1,15,317,3,5
2017,chevrolet,tahoe,suv_standard,5.3,8,A6,X,15.1,10.4,13,22,305,3,5
2017,chevrolet,tahoe_ffv,suv_standard,5.3,8,A6,X,15.1,10.4,13,22,305,3,5
2017,chevrolet,tahoe_ffv,suv_standard,5.3,8,A6,E,20,13.5,17.1,17,284,4,5
2017,chevrolet,tahoe_4wd,suv_standard,5.3,8,A6,X,15.2,10.8,13.2,21,310,3,5
2017,chevrolet,tahoe_4wd_ffv,suv_standard,5.3,8,A6,X,15.2,10.8,13.2,21,310,3,5
2017,chevrolet,tahoe_4wd_ffv,suv_standard,5.3,8,A6,E,20.8,14.5,18,16,299,3,5
2017,chevrolet,traverse,suv_standard,3.6,6,A6,X,15.7,10.6,13.4,21,315,3,5
2017,chevrolet,traverse_awd,suv_standard,3.6,6,A6,X,16,10.9,13.7,21,322,3,5
2017,chevrolet,trax,suv_small,1.4,4,AS6,X,9.3,7.2,8.3,34,194,7,6
2017,chevrolet,trax,suv_small,1.4,4,M6,X,9.2,7.1,8.2,34,194,7,6
2017,chevrolet,trax_awd,suv_small,1.4,4,AS6,X,9.8,7.7,8.8,32,208,6,6
2017,chrysler,200_ffv,mid_size,2.4,4,A9,X,10.2,6.6,8.6,33,201,6,6
2017,chrysler,200_ffv,mid_size,2.4,4,A9,E,13.9,8.9,11.7,24,192,7,6
2017,chrysler,200_ffv,mid_size,3.6,6,A9,X,12.4,7.6,10.2,28,241,5,6
2017,chrysler,200_ffv,mid_size,3.6,6,A9,E,16.8,10.4,13.9,20,230,5,6
2017,chrysler,200_awd_ffv,mid_size,3.6,6,A9,X,12.8,8.3,10.8,26,252,5,6
2017,chrysler,200_awd_ffv,mid_size,3.6,6,A9,E,17.1,11.1,14.4,20,237,5,6
2017,chrysler,300,full_size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,6
2017,chrysler,300_(mds),full_size,5.7,8,A8,X,14.7,9.4,12.3,23,289,4,6
2017,chrysler,300_awd,full_size,3.6,6,A8,X,12.8,8.7,11,26,258,4,6
2017,chrysler,300_awd_ffv,full_size,3.6,6,A8,X,12.8,8.7,11,26,258,4,6
2017,chrysler,300_awd_ffv,full_size,3.6,6,A8,E,17.6,12,15,19,248,5,6
2017,chrysler,pacifica,minivan,3.6,6,A9,X,12.9,8.4,10.9,26,257,5,6
2017,chrysler,pacifica_(stop_start),minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,6
