year,make,model,class,eng_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_hwy_city,mpg,co2_emm,co2_rating,smog_rating
2017,volvo,s60_t5_awd,compact,2,4,AS8,X,10.7,7.8,9.4,30,219,5,6
2017,volvo,s60_inscription_t5,compact,2,4,AS8,X,9.6,7,8.4,34,198,6,6
2017,volvo,s60_inscription_t5_awd,compact,2,4,AS8,X,10.7,7.8,9.4,30,219,5,6
2017,volvo,s60_t6_awd,compact,2,4,AS8,Z,10.9,7.7,9.5,30,221,5,6
2017,volvo,s60_polestar,compact,2,4,AS8,Z,11.8,8.5,10.3,27,241,5,5
2017,volvo,s60_cc_t5_awd,compact,2,4,AS8,X,10.8,7.8,9.4,30,220,5,6
2017,volvo,s90_t5,mid_size,2,4,AS8,Z,10.1,7,8.7,32,204,6,6
2017,volvo,s90_t6_awd,mid_size,2,4,AS8,Z,10.8,7.6,9.4,30,219,5,6
2017,volvo,v60_t5,station_wagon_small,2,4,AS8,X,9.6,7,8.4,34,198,6,6
2017,volvo,v60_t5_awd,station_wagon_small,2,4,AS8,X,10.7,7.8,9.4,30,219,5,6
2017,volvo,v60_t6_awd,station_wagon_small,2,4,AS8,Z,10.9,7.7,9.5,30,221,5,6
2017,volvo,v60_polestar,station_wagon_small,2,4,AS8,Z,11.8,8.5,10.3,27,241,5,5
2017,volvo,v60_cc_t5_awd,station_wagon_small,2,4,AS8,X,10.8,7.8,9.4,30,220,5,6
2017,volvo,v90_t5,station_wagon_mid_size,2,4,AS8,Z,10.1,7,8.7,32,204,6,6
2017,volvo,v90_t6_awd,station_wagon_mid_size,2,4,AS8,Z,10.8,7.6,9.4,30,219,5,6
2017,volvo,v90_cc_t6_awd,station_wagon_mid_size,2,4,AS8,Z,10.7,7.9,9.4,30,221,5,6
2017,volvo,xc60_t5,suv_small,2,4,AS8,X,10.4,7.8,9.2,31,216,6,6
2017,volvo,xc60_t5_awd,suv_small,2,4,AS8,X,11.3,8.4,10,28,233,5,6
2017,volvo,xc60_t6_awd,suv_small,2,4,AS8,Z,11.7,8.7,10.4,27,244,5,6
2017,volvo,xc90_t5,suv_standard,2,4,AS8,Z,10.6,9.1,10,28,232,5,6
2017,volvo,xc90_t5_awd,suv_standard,2,4,AS8,Z,10.8,9.5,10.2,28,239,5,6
2017,volvo,xc90_t6_awd,suv_standard,2,4,AS8,Z,11.5,9.6,10.6,27,249,5,6
